Satellite Name,ADM,ORG,Long_nom,Date of bringing into use,Status,Expiry Date for Bringing Into Use,Provision,
LUNAH-MAP,USA,,N-GSO,09.07.2025,N,09.07.2025,11.2,
LUNAR CTDRS-1,CHN,,N-GSO,21.05.2018,C,,11.2,
LUNAR ICECUBE,USA,,N-GSO,16.02.2025,N,16.02.2025,11.2,
LUNAR LANDER,CHN,,N-GSO,01.12.2013,C,,11.2,
LUNAR ROVER,CHN,,N-GSO,01.12.2013,C,,11.2,
LUNAR S-SAT,CHN,,N-GSO,21.05.2018,C,,11.2,
LUOJIA-1A,CHN,,N-GSO,02.06.2018,C,,11.2,
LUX-24.2E,LUX,,24.2,01.02.2001,C,,11.2,
LUX-24.2E,LUX,,24.2,01.03.2001,C,,11.2,
LUX-28.2E,LUX,,28.2,01.04.1998,C,,11.2,
LUX-28.2E,LUX,,28.2,01.10.1998,C,,11.2,
LUX-28.2E,LUX,,28.2,01.02.2004,C,,11.2,
LUX-30B-5,LUX,,19.2,17.02.2007,C,,A30B#8.1,
LUX-30B-6,LUX,,23.5,17.02.2007,C,,A30B#8.1,
LUX-30B-7,LUX,,28.2,17.02.2007,C,,A30B#8.1,
LUX-30B-G4-19.2E,LUX,,19.2,14.07.2015,C,,A30B#8.1,
LUX-30B-G4-23.5E,LUX,,23.5,25.02.2015,C,,A30B#8.1,
LUX-30B-G4-28.2E,LUX,,28.2,19.07.2015,C,,A30B#8.1,
LUX-30B-G5-67W,LUX,,-67,19.03.2020,C,,A30B#8.1,
LUX-G10-26,LUX,,148,23.07.2021,C,,11.2,
LUX-G10-7,LUX,,23.5,01.12.2020,C,,11.2,
LUX-G11-49,LUX,,-67,16.06.2022,C,,11.2,
LUX-G11-8,LUX,,28.2,01.07.2022,C,,11.2,
LUX-G3-19.2E,LUX,,19.2,11.07.2007,C,,11.2,
LUX-G3-2,LUX,,5,29.01.2008,C,,11.2,
LUX-G3-24.2E,LUX,,23.5,19.02.2009,C,,11.2,
LUX-G3-28.2E,LUX,,28.2,28.08.2007,C,,11.2,
LUX-G3-4,LUX,,31,09.11.2009,C,,11.2,
LUX-G5-25,LUX,,108.2,01.01.2013,C,,11.2,
LUX-G5-25,LUX,,108.2,04.01.2013,C,,11.2,
LUX-G6-2-E,LUX,,5,05.11.2015,C,,11.2,
LUX-G6-5,LUX,,19.2,15.08.2014,C,,11.2,
LUX-G6-51,LUX,,-40.5,11.08.2014,C,,11.2,
LUX-G6-6,LUX,,21.5,15.12.2014,C,,11.2,
LUX-G6-8,LUX,,28.2,15.08.2014,C,,11.2,
LUX-G6-9,LUX,,31.5,15.08.2014,C,,11.2,
LUX-G7-20,LUX,,108.2,01.05.2016,C,,11.2,
LUX-G7-20,LUX,,108.2,31.05.2016,C,,11.2,
LUX-G7-43,LUX,,-87,16.08.2016,C,,11.2,
LUX-G7-6,LUX,,21.5,06.01.2015,C,,11.2,
LUX-G7-7,LUX,,23.5,05.05.2016,C,,11.2,
LUX-G7-9-E2,LUX,,31.5,15.09.2017,C,,11.2,
LUX-G8-36,LUX,,-135,01.08.2017,C,,11.2,
LUX-G8-44,LUX,,-83,03.07.2017,C,,11.2,
LUX-G8-47,LUX,,-67,10.05.2017,C,,11.2,
LUX-G9-30,LUX,,176,23.01.2018,C,,11.2,
LUX-G9-38,LUX,,-129,23.12.2017,C,,11.2,
LUX-G9-38-A,LUX,,-129,23.12.2017,C,,11.2,
LXS-AIS,LUX,,N-GSO,01.12.2008,C,,11.2,
M3MSAT,CAN,,N-GSO,22.06.2016,C,,11.2,
M3MSAT,CAN,,N-GSO,01.07.2017,C,,11.2,
M5L2SAT,PNG,,N-GSO,20.09.2022,C,,11.2,
M6P,LTU,,N-GSO,01.04.2019,C,,11.2,
M6P,LTU,,N-GSO,20.12.2024,N,20.12.2024,11.2,
MADAR-160E,UAE,,160,04.06.2020,C,,11.2,
MADAR-33E,UAE,,33,23.03.2021,C,,11.2,
MADAR-47.5E,UAE,,47.5,04.06.2014,C,,11.2,
MADAR-52.5E,UAE,,52.5,22.04.2011,C,,11.2,
MAGNIFYING GLASS,D,,N-GSO,05.12.2006,C,,11.2,
MAGNIFYING GLASS,D,,N-GSO,19.12.2006,C,,11.2,
MARS 2001 ORBITER,USA,,N-GSO,07.04.2001,C,,11.2,
MARS 2020,USA,,N-GSO,30.07.2020,C,,11.2,
MARS-EXPRESS,F,ESA,N-GSO,02.06.2003,C,,11.2,
MATS,S,,N-GSO,19.04.2024,N,19.04.2024,11.2,
MAVEN,USA,,N-GSO,18.11.2013,C,,11.2,
MAYA-3,PHL,,N-GSO,29.06.2027,N,29.06.2027,11.2,
MAYA-4,PHL,,N-GSO,29.06.2027,N,29.06.2027,11.2,
MAYA-5,PHL,,N-GSO,01.06.2022,N,20.08.2028,11.2,
MAYA-6,PHL,,N-GSO,01.06.2022,N,20.08.2028,11.2,
MCO-BSS-52E,MCO,,52,19.06.2013,C,,5.1.6,
MCO-BSS-52E,MCO,,52,19.06.2013,C,,5.1.2,
MCO-BSS-52EA,MCO,,52,19.06.2013,C,,5.1.2,
MCO-BSS-52EA,MCO,,52,19.06.2013,C,,5.1.6,
MCO-BSS-52EA TTC,MCO,,52,01.06.2015,C,,11.2,
MCO-BSS-52EAP,MCO,,52,19.06.2013,C,,5.1.2,
MCO-BSS-52EAP,MCO,,52,19.06.2013,C,,5.1.6,
MCO-FSS-52E,MCO,,52,05.06.2013,C,,A30B#8.1,
MCO-FSS-52EA,MCO,,52,01.06.2015,C,,A30B#8.1,
MCO-FSS-52EA TTC,MCO,,52,01.06.2015,C,,A30B#8.1,
MCO-FSS-52EAP,MCO,,52,01.06.2015,C,,A30B#8.1,
MCS-1,USA,,-101,01.05.1995,C,,11.2,
MCSAT LEO,F,,N-GSO,30.04.2019,C,,11.2,
MCSAT-2 HEO,F,,N-GSO,01.01.2021,C,,11.2,
MCSAT-2 LEO-1,F,,N-GSO,22.01.2021,C,,11.2,
MCSAT-2 LEO-2,F,,N-GSO,25.01.2021,C,,11.2,
MEASAT-1,MLA,,91.5,01.04.1994,C,,11.2,
MEASAT-1,MLA,,91.5,12.01.1996,C,,11.2,
MEASAT-1A,MLA,,91.5,15.09.2014,C,,11.2,
MEASAT-1A,MLA,,91.5,15.11.2014,C,,11.2,
MEASAT-1A,MLA,,91.5,14.12.2016,C,,11.2,
MEASAT-1B,MLA,,91.5,03.07.2022,C,,11.2,
MEASAT-1C,MLA,,91.5,03.07.2022,C,,11.2,
MEASAT-1R,MLA,,91.5,28.06.2011,C,,11.2,
MEASAT-46E,MLA,,46,19.12.2007,C,,11.2,
MEASAT-46E-R,MLA,,46,20.04.2013,C,,11.2,
MEASAT-91.5E,MLA,,91.5,22.01.2005,C,,11.2,
MEASAT-91.5E-30B,MLA,,91.5,15.09.2014,C,,A30B#8.1,
MEASAT-91.5E-BSS,MLA,,91.5,15.09.2014,C,,5.1.2,
MEASAT-91.5E-BSS,MLA,,91.5,15.09.2014,C,,5.1.6,
MEASAT-AK 91.5,MLA,,91.5,12.01.1996,C,,11.2,
MEASAT-IC 91.5,MLA,,91.5,12.01.1996,C,,11.2,
MEASAT-SA1A,MLA,,5,01.09.2017,C,,11.2,
MECB/SCD-2,B,,N-GSO,22.10.1998,C,,11.2,
MECB-S1,B,,N-GSO,15.12.1992,C,,11.2,
MEGHA-TROPIQUES,IND,,N-GSO,15.10.2011,C,,11.2,
MESBAH,IRN,,N-GSO,18.04.2008,C,,11.2,
METEOR-3M,RUS,,N-GSO,01.06.1998,C,,11.2,
METEOR-3M,RUS,,N-GSO,17.09.2009,C,,11.2,
METEOSAT IODC_57.5E,D,EUM,57.5,01.04.2012,C,,11.2,
METOP,F,ESA,N-GSO,19.10.2006,C,,11.2,
MEXSAT 113 AP30B,MEX,,-113,02.10.2015,C,,A30B#8.1,
MEXSAT 114.9 KU EXT,MEX,,-114.9,03.01.2013,C,,11.2,
MEXSAT113 L-CEXT-X,MEX,,-113,13.05.2013,C,,11.2,
MEXSAT-114.9 C-KU,MEX,,-114.9,28.07.2006,C,,11.2,
MEXSAT114.9 L-CEXT-X,MEX,,-114.9,03.01.2013,C,,11.2,
MEX-TDH1,MEX,,-77,09.07.2005,C,,5.1.2/5.1.6,
MEZNSAT,UAE,,N-GSO,06.11.2025,N,06.11.2025,11.2,
MICROCARB,F,,N-GSO,24.10.2026,N,24.10.2026,11.2,
MICRONSAT,PNG,,N-GSO,01.11.2022,N,02.05.2025,11.2,
MICRONSAT,PNG,,N-GSO,01.11.2022,N,09.11.2025,11.2,
MICROSAT-2S,IND,,N-GSO,10.02.2023,N,07.02.2027,11.2,
MICROSCOPE,F,,N-GSO,26.04.2016,C,,11.2,
MILSTAR 1,USA,,-90,07.02.1994,C,,11.2,
MILSTAR 13,USA,,4,07.02.1994,C,,11.2,
MILSTAR 13,USA,,4,30.04.1996,C,,11.2,
MILSTAR 14,USA,,177.5,07.02.1994,C,,11.2,
MILSTAR 14,USA,,177.5,03.01.1996,C,,11.2,
MILSTAR 14,USA,,177.5,08.08.1997,C,,11.2,
MILSTAR 4,USA,,55,07.02.1994,C,,11.2,
MILSTAR 4,USA,,55,11.10.1996,C,,11.2,
MILSTAR 4,USA,,55,08.08.1997,C,,11.2,
MILSTAR 5,USA,,90,07.02.1994,C,,11.2,
MILSTAR 5,USA,,90,29.12.1994,C,,11.2,
MILSTAR 5,USA,,90,08.08.1997,C,,11.2,
MILSTAR 6,USA,,-120,07.02.1994,C,,11.2,
MILSTAR 6,USA,,-120,01.09.1995,C,,11.2,
MILSTAR 8,USA,,-68,07.02.1994,C,,11.2,
MILSTAR 8,USA,,-68,04.03.1997,C,,11.2,
MILSTAR 8,USA,,-68,08.08.1997,C,,11.2,
MIMAN,KOR,,N-GSO,09.12.2027,N,09.12.2027,11.2,
MINAS,LUX,,N-GSO,27.12.2018,C,,11.2,
MINI-RSA,RUS,,N-GSO,23.02.2021,C,,11.2,
MINISAT-1,E,,N-GSO,21.04.1997,C,,11.2,
MIR-SAT1,MAU,,N-GSO,11.12.2025,N,11.12.2025,11.2,
MISRSAT-1,EGY,,N-GSO,17.04.2007,C,,11.2,
MMI,IND,,N-GSO,05.11.2013,C,,11.2,
MMS,USA,,N-GSO,12.03.2015,C,,11.2,
MN10-1,CHN,,N-GSO,20.10.2018,C,,11.2,
MNSAT,AUS,,N-GSO,23.03.2021,C,,11.2,
MOHAMMED VI - AB,MRC,,N-GSO,08.11.2017,C,,11.2,
MOLNIA-1,RUS,,N-GSO,01.09.1967,C,,11.2,
MOLNIA-2,RUS,,N-GSO,01.12.1970,C,,11.2,
MOLNIA-3,RUS,,N-GSO,14.04.1975,C,,11.2,
MONASAT-52EA,MCO,,52,20.11.2022,C,,11.2,
MOVE 2B AMATEUR,D,,N-GSO,01.10.2019,C,,11.2,
MOVE2,D,,N-GSO,03.12.2018,C,,11.2,
MOVE-II AMATEUR,D,,N-GSO,01.02.2019,C,,11.2,
MRO,USA,,N-GSO,01.08.2005,C,,11.2,
MSAT,CAN,,-106.5,19.05.1995,C,,A30B#8.1,
MSAT,CAN,,-106.5,02.06.1996,C,,11.2,
MSAT,CAN,,-106.5,02.06.1996,C,,A30B#8.1,
MSATNAV,F,GLS,N-GSO,03.03.2006,C,,11.2,
MSATNAV-2,F,GLS,N-GSO,03.03.2006,C,,11.2,
MSATNAV-3,F,GLS,N-GSO,03.03.2006,C,,11.2,
MSATNAV-4,F,GLS,N-GSO,03.03.2006,C,,11.2,
MSG,F,ESA,0,29.08.2002,C,,11.2,
MSG-3.5E,D,EUM,3.5,01.03.2016,C,,11.2,
MSL,USA,,N-GSO,26.11.2011,C,,11.2,
MSV-1-30B-A,USA,,-101.3,21.08.2012,C,,A30B#8.1,
MSV-1A,USA,,-101,21.08.2012,C,,11.2,
MT-CUBE,F,,N-GSO,06.09.2018,C,,11.2,
MTG-D1_3.4W,D,EUM,-3.4,02.08.2005,C,,11.2,
MTG-D1_3.4W,D,EUM,-3.4,02.08.2015,C,,11.2,
MTG-D1_9.5E,D,EUM,9.5,15.10.2015,C,,11.2,
MTG-EUM_3.4W,D,EUM,-3.4,30.01.2023,C,,11.2,
MTI,USA,,N-GSO,12.03.2000,C,,11.2,
MUSES-C,J,,N-GSO,09.05.2003,C,,11.2,
MYSAT-1,UAE,,N-GSO,01.01.2018,C,,11.2,
MYSAT-2B,UAE,,N-GSO,08.05.2026,N,08.05.2026,11.2,
NAHID,IRN,,N-GSO,10.10.2023,N,10.10.2023,11.2,
NAHUEL-C,ARG,,-72,01.03.1997,C,,11.2,
NANOSAT-1,E,,N-GSO,01.03.2005,C,,11.2,
NARSSCUBE,EGY,,N-GSO,21.12.2024,N,21.12.2024,11.2,
NAVSTAR GPS,USA,,N-GSO,30.06.1986,C,,11.2,
NAVSTAR GPS,USA,,N-GSO,01.06.2000,C,,11.2,
NAVSTAR GPS,USA,,N-GSO,01.06.2001,C,,11.2,
NAVSTAR GPS-IIRF,USA,,N-GSO,10.04.2009,C,,11.2,
NAYIF-1,UAE,,N-GSO,15.09.2016,C,,11.2,
NB-SAT-109.65-OD-EV,J,,109.65,10.06.2018,C,,5.1.2,
NB-SAT-109.65-OD-EV,J,,109.65,10.06.2018,C,,5.1.6,
NB-SAT-109.85AA,J,,109.85,20.04.2008,C,,5.1.2,
NB-SAT-109.85-OD-EV,J,,109.85,10.06.2018,C,,5.1.6,
NB-SAT-109.85-OD-EV,J,,109.85,10.06.2018,C,,5.1.2,
NBSAT-109.85-WB,J,,109.85,08.09.2021,C,,5.1.6,
NB-SAT-110AA,J,,110,20.04.2008,C,,5.1.2,
NB-SAT-110-EV,J,,110,10.06.2018,C,,5.1.2,
NB-SAT-110-EV,J,,110,10.06.2018,C,,5.1.6,
NB-SAT-110-OD,J,,110,10.06.2018,C,,5.1.2,
NB-SAT-110-OD,J,,110,10.06.2018,C,,5.1.6,
NBSAT-110-WB,J,,110,08.09.2021,C,,5.1.6,
NBSAT-21BX,J,,109.85,10.06.2018,C,,11.2,
NB-SAT-Y16-150E,J,,150,23.03.2023,N,10.08.2024,5.1.2,
NEA SCOUT,USA,,N-GSO,01.06.2019,C,,11.2,
NEA SCOUT,USA,,N-GSO,14.11.2022,C,,11.2,
NEMO-HD,SVN,,N-GSO,03.09.2020,C,,11.2,
NEONSAT,KOR,,N-GSO,30.06.2024,N,28.04.2028,11.2,
NEOSSAT-1A,CAN,,N-GSO,25.02.2013,C,,11.2,
NETSAT,D,,N-GSO,15.09.2020,C,,11.2,
NEUSAR,SNG,,N-GSO,09.09.2022,C,,11.2,
NEW DAWN 21,PNG,,60,02.12.2016,C,,11.2,
NEW DAWN 22,PNG,,62,30.10.2015,C,,11.2,
NEW DAWN 23,PNG,,64,09.08.2016,C,,11.2,
NEW DAWN 25,PNG,,-50,09.05.2016,C,,11.2,
NEW DAWN 27,PNG,,68.5,04.10.2017,C,,11.2,
NEW DAWN 34,PNG,,85,29.10.2017,C,,11.2,
NEW DAWN 43,PNG,,169,01.12.2020,C,,11.2,
NEW DAWN 44,PNG,,60,30.03.2017,C,,11.2,
NEW DAWN 47,PNG,,157,01.05.2021,C,,11.2,
NEW DAWN BSS-2,PNG,,60,15.04.2020,C,,5.1.2,
NEW DAWN BSS-2,PNG,,60,15.04.2020,C,,5.1.6,
NEW DAWN BSS-3,PNG,,62,07.07.2020,C,,5.1.2,
NEW DAWN BSS-4,PNG,,64,15.04.2020,C,,5.1.2,
NEW DAWN BSS-5,PNG,,68.5,14.07.2020,C,,5.1.2,
NEW DAWN BSS-5,PNG,,68.5,14.07.2020,C,,5.1.6,
NEW DAWN BSS-7,PNG,,157,14.04.2021,C,,5.1.2,
NEW DAWN FSS-3,PNG,,62,07.07.2020,C,,A30B#8.1,
NEW HORIZONS,USA,,N-GSO,19.01.2006,C,,11.2,
NEXTSAT-1,KOR,,N-GSO,04.12.2018,C,,11.2,
NEXTSAT-2,KOR,,N-GSO,15.10.2026,N,15.10.2026,11.2,
NIGCOMSAT-1R,NIG,,42.5,19.04.2015,C,,11.2,
NILESAT-102,EGY,,-7,12.09.2000,C,,5.1.2,
NILESAT-102,EGY,,-7,12.09.2000,C,,5.1.6,
NILESAT-103,EGY,,-7,01.12.2012,C,,11.2,
NILESAT-103,EGY,,-7,01.12.2012,C,,5.1.2,
NILESAT-103,EGY,,-7,01.12.2012,C,,5.1.6,
NILESAT-1S,EGY,,-7,28.04.1998,C,,5.1.2,
NILESAT-1S,EGY,,-7,28.04.1998,C,,5.1.6,
NILESAT-301-7W,EGY,,-7,14.09.2010,C,,11.2,
NIRIS,USA,,N-GSO,27.06.2013,C,,11.2,
NISAR,USA,,N-GSO,28.04.2023,N,13.12.2024,11.2,
NOAA N,USA,,N-GSO,01.06.2006,C,,11.2,
NOAA-KLM,USA,,N-GSO,01.01.1997,C,,11.2,
NOAA-KLM,USA,,N-GSO,13.05.1998,C,,11.2,
NORSAT-1,NOR,,N-GSO,14.07.2017,C,,11.2,
NORSAT-2,NOR,,N-GSO,01.01.2017,C,,11.2,
NORSAT-2,NOR,,N-GSO,14.07.2017,C,,11.2,
NOVASAR-S1,G,,N-GSO,03.02.2020,C,,11.2,
NPOESS,USA,,N-GSO,28.10.2011,C,,11.2,
NPP,USA,,N-GSO,28.10.2011,C,,11.2,
NSAT01.001,UAE,,N-GSO,15.09.2026,N,15.09.2026,11.2,
N-SAT-110,J,,110,07.10.2000,C,,11.2,
N-SAT-110E,J,,110,07.10.2000,C,,11.2,
N-SAT-124E,J,,124,10.07.2012,C,,11.2,
N-SAT-127W,J,,-127,25.12.2003,C,,11.2,
N-SAT-128,J,,128,29.08.1995,C,,11.2,
N-SAT-143.72E,J,,143.72,24.11.2008,C,,11.2,
N-SAT-146,J,,144,28.07.1997,C,,11.2,
N-SAT-154E,J,,154,17.02.2016,C,,11.2,
N-SAT2-162E,J,,162,10.12.2015,C,,11.2,
N-SAT2-93E,J,,93,25.02.2017,C,,11.2,
N-SAT-82E,J,,82,15.04.2013,C,,11.2,
N-SAT-90.75E,J,,90.75,01.11.2012,C,,11.2,
N-SAT-HEO2,J,,N-GSO,28.12.2007,C,,11.2,
N-SAT-Y12-110E,J,,110,25.03.2017,C,,11.2,
N-SAT-Y12-128E,J,,128,22.02.2019,C,,11.2,
N-SAT-Y12-136E,J,,136,22.02.2019,C,,11.2,
N-SAT-Y12-144E,J,,144,12.11.2018,C,,11.2,
N-SAT-Y12-150E,J,,150,23.08.2016,C,,11.2,
N-SAT-Y12-162E,J,,162,22.02.2019,C,,11.2,
N-SAT-Y15-124E,J,,124,10.10.2019,C,,11.2,
N-SAT-Y15-128E,J,,128,26.07.2019,C,,11.2,
N-SAT-Y15-128E,J,,128,08.12.2020,C,,11.2,
N-SAT-Y15-132E,J,,132,28.03.2022,C,,11.2,
N-SAT-Y15-132E,J,,132,28.03.2022,C,,11.2,
N-SAT-Y15-136E,J,,136,05.01.2022,C,,11.2,
N-SAT-Y15-150E,J,,150,01.12.2020,C,,11.2,
N-SAT-Y15-162E,J,,162,14.09.2021,C,,11.2,
N-SAT-Y15-93E,J,,93,14.09.2021,C,,11.2,
N-SAT-Y15-93E,J,,93,12.05.2022,N,26.05.2022,11.2,
N-SAT-Y15-93E,J,,93,12.05.2022,C,,11.2,
N-SAT-Y17-90.75E,J,,90.75,09.03.2021,C,,11.2,
N-SAT-Y17-90.75E,J,,90.75,01.01.2024,N,01.01.2024,11.2,
N-SAT-Y18-127W,J,,-127,23.01.2025,N,23.01.2025,11.2,
NSS-16,HOL,,-22,16.05.2002,C,,11.2,
NSS-18,HOL,,-40.5,15.05.1998,C,,11.2,
NSS-19,HOL,,-177,01.01.2003,C,,11.2,
NSS-31,HOL,,-20,01.08.2002,C,,11.2,
NSS-35,HOL,,-40.5,15.05.1998,C,,11.2,
NSS-36,HOL,,57,25.06.2009,C,,11.2,
NSS-57,HOL,,-40.5,15.05.1998,C,,11.2,
NSS-57,HOL,,-40.5,21.02.2012,C,,11.2,
NSS-8,HOL,,57,09.10.1994,C,,11.2,
NSS-9,HOL,,95,23.01.2003,C,,11.2,
NSS-BSS 100E,HOL,,100,03.08.2018,C,,5.1.2,
NSS-BSS 100E,HOL,,100,03.08.2018,C,,5.1.6,
NSS-BSS 108.2E,HOL,,108.2,31.05.2016,C,,5.1.2,
NSS-BSS 108.2E,HOL,,108.2,31.05.2016,C,,5.1.6,
NSS-BSS 108.2E TTC,HOL,,108.2,07.09.2019,C,,11.2,
NSS-BSS 40.5W,HOL,,-40.5,29.07.2013,C,,5.1.2,
NSS-BSS 40.5W,HOL,,-40.5,29.07.2013,C,,5.1.6,
NSS-BSS 47.5W,HOL,,-47.5,04.09.2018,C,,5.1.2,
NSS-BSS 47.5W,HOL,,-47.5,04.09.2018,C,,5.1.2/5.1.6,
NSS-BSS 47.5W,HOL,,-47.5,04.09.2018,C,,5.1.6,
NSS-BSS 57E,HOL,,57,31.07.2018,C,,5.1.2,
NSS-BSS 57E,HOL,,57,31.07.2018,C,,5.1.6,
NSS-BSS 95E,HOL,,95,03.03.2017,C,,5.1.2,
NSS-BSS 95E,HOL,,95,03.03.2017,C,,5.1.6,
NSS-BSS 95E TTC,HOL,,95,16.07.2015,C,,11.2,
NSS-BSS-G2 108.2E,HOL,,108.2,07.09.2019,C,,5.1.2,
NSS-BSS-G2 108.2E,HOL,,108.2,07.09.2019,C,,5.1.6,
NSS-BSS-G2 57E,HOL,,57,21.06.2022,C,,5.1.2,
NSS-BSS-G2 57E,HOL,,57,21.06.2022,C,,5.1.6,
NSS-BSS-G2 95E,HOL,,95,01.06.2019,C,,5.1.2,
NSS-BSS-G2 95E,HOL,,95,01.06.2019,C,,5.1.6,
NSS-FSS 40.5W,HOL,,-40.5,31.01.2016,C,,A30B#8.1,
NSS-FSS 57E,HOL,,57,18.12.2015,C,,A30B#8.1,
NSS-FSS-G2 95E,HOL,,95,01.06.2019,C,,A30B#8.1,
NSS-G2-1,HOL,,-177,28.06.2015,C,,11.2,
NSS-G2-11,HOL,,-22,28.07.2015,C,,11.2,
NSS-G2-16,HOL,,50.5,28.06.2015,C,,11.2,
NSS-G2-17,HOL,,57,28.06.2015,C,,11.2,
NSS-G2-18,HOL,,95,29.06.2014,C,,11.2,
NSS-G2-18,HOL,,95,28.06.2015,C,,11.2,
NSS-G4-22,HOL,,50.5,28.06.2015,C,,11.2,
NSS-G4-26,HOL,,95,26.05.2019,C,,11.2,
NSS-G4-6,HOL,,-131,19.12.2017,C,,11.2,
NSS-G4-9,HOL,,-86.5,02.07.2019,C,,11.2,
NSS-G5-1,HOL,,-169.5,29.04.2020,C,,11.2,
NSS-KA41,HOL,,95,23.01.2003,C,,11.2,
N-STAR-A,J,,132,01.06.1995,C,,11.2,
N-STAR-A,J,,132,01.04.2002,C,,11.2,
N-STAR-A,J,,132,01.12.2005,C,,11.2,
N-STAR-A2,J,,132,27.12.2005,C,,11.2,
N-STAR-B,J,,136,01.08.1995,C,,11.2,
N-STAR-B,J,,136,01.02.1996,C,,11.2,
N-STAR-B,J,,136,01.04.2000,C,,11.2,
N-STAR-B,J,,136,01.04.2002,C,,11.2,
N-STAR-B,J,,136,01.12.2005,C,,11.2,
N-STAR-B2,J,,136,27.12.2005,C,,11.2,
N-STAR-E,J,,136,15.10.2007,C,,11.2,
N-STAR-F,J,,132,15.10.2007,C,,11.2,
NUAA-1,CHN,,N-GSO,09.11.2011,C,,11.2,
NUSANTARA-H1-A,INS,,116.1,01.01.2020,C,,11.2,
NUSANTARA-H1-A,INS,,116.1,31.07.2023,N,31.07.2023,11.2,
NUSANTARA-NS1-A,INS,,113,18.10.2024,N,28.12.2024,11.2,
NUSANTARA-PE1-A,INS,,146,30.03.2021,C,,11.2,
NUSANTARA-PE1-A,INS,,146,01.07.2024,N,05.11.2025,11.2,
NUSANTARA-SS1-A,INS,,N-GSO,08.08.2025,N,28.09.2025,11.2,
NUSTAR,USA,,N-GSO,13.06.2012,C,,11.2,
O3B-A,G,,N-GSO,26.06.2013,C,,11.2,
O3B-B,G,,N-GSO,06.02.2016,C,,11.2,
O3B-C,G,,N-GSO,01.08.2021,C,,11.2,
OBZOR-R,RUS,,N-GSO,14.03.2024,N,05.11.2027,11.2,
OCEANSAT-2,IND,,N-GSO,24.09.2009,C,,11.2,
OCEANSAT-3,IND,,N-GSO,26.11.2022,C,,11.2,
OCO-2,USA,,N-GSO,02.07.2014,C,,11.2,
ODIN,S,,N-GSO,20.02.2001,C,,11.2,
ODYSSEY FSS-166E,D,,166,25.05.2022,C,,A30B#8.1,
ODYSSEY FSS-68.5E,D,,68.5,01.02.2022,C,,A30B#8.1,
ODYSSEY POR,D,,178,23.06.2021,C,,11.2,
OKW-SAT-01,CHN,,N-GSO,30.03.2018,C,,11.2,
OMNISPACE F2,PNG,,N-GSO,01.09.2013,C,,11.2,
OPS-SAT,F,ESA,N-GSO,18.12.2019,C,,11.2,
ORCASAT,CAN,,N-GSO,29.12.2022,N,14.07.2028,11.2,
ORION,USA,,N-GSO,05.12.2014,C,,11.2,
ORION MPCV,USA,,N-GSO,02.02.2028,N,02.02.2028,11.2,
OSCAR-7,USA,,N-GSO,15.11.1974,C,,11.2,
OSCAR-8,USA,,N-GSO,05.03.1978,C,,11.2,
OSIRIS_REX,USA,,N-GSO,09.09.2016,C,,11.2,
OVS-1,CHN,,N-GSO,15.06.2017,C,,11.2,
P-197-1,USA,,N-GSO,01.01.1997,C,,11.2,
P-197-2,USA,,-144,01.01.1997,C,,11.2,
P-197-3,USA,,-141,01.01.1997,C,,11.2,
P-197-4,USA,,-13,01.01.1997,C,,11.2,
P-197-5,USA,,-10,01.01.1997,C,,11.2,
P-197-6,USA,,-30.4,30.08.2016,C,,11.2,
P-197-7,USA,,92,07.06.2015,C,,11.2,
P-197-8,USA,,110,25.06.2016,C,,11.2,
P92-1,USA,,N-GSO,01.01.1992,C,,11.2,
P92-1A,USA,,N-GSO,15.04.2017,C,,11.2,
P92-2,USA,,N-GSO,01.01.1992,C,,11.2,
P92-2A,USA,,N-GSO,27.04.2017,C,,11.2,
P92-3,USA,,-10,01.01.1992,C,,11.2,
P92-3A,USA,,-10,14.09.2021,C,,11.2,
P92-4,USA,,-13,01.01.1992,C,,11.2,
P92-4A,USA,,-13,22.11.2021,C,,11.2,
P92-5,USA,,-141,01.01.1992,C,,11.2,
P92-5A,USA,,-141,29.12.2021,C,,11.2,
P92-6,USA,,-144,01.01.1992,C,,11.2,
P92-6A,USA,,-144,12.10.2021,C,,11.2,
P92-7,USA,,-30.4,01.07.2015,C,,11.2,
P92-7A,USA,,-30.4,29.10.2021,C,,11.2,
P92-8,USA,,92,11.08.2015,C,,11.2,
P92-8A,USA,,92,26.08.2021,C,,11.2,
P92-9,USA,,110,25.06.2016,C,,11.2,
P92-9A,USA,,110,15.11.2021,C,,11.2,
PACE-A,USA,,N-GSO,15.08.2025,N,15.08.2025,11.2,
PACIFISAT BSS-116.1E,PNG,,116.1,20.07.2015,C,,5.1.2,
PACIFISAT BSS-116.1E,PNG,,116.1,20.07.2015,C,,5.1.6,
PACIFISAT BSS-61E,PNG,,61,04.02.2015,C,,5.1.2,
PACIFISAT BSS-85.3E,PNG,,85.3,18.10.2016,C,,5.1.2,
PACIFISAT BSS-85.3E,PNG,,85.3,06.07.2020,N,12.04.2024,5.1.2,
PACIFISAT BSSA-61E,PNG,,61,03.02.2015,C,,5.1.2,
PACIFISAT C/KU-2,PNG,,159,26.05.2015,C,,11.2,
PACIFISAT KA-2 159E,PNG,,159,20.06.2014,C,,11.2,
PACIFISAT KA-75E,PNG,,75,01.12.2014,C,,11.2,
PACIFISAT-1,PNG,,75,30.10.2014,C,,11.2,
PACIFISAT-116.1E,PNG,,116.1,25.10.2019,C,,11.2,
