Network Name,Longitude,ITU Administration,Previous Name,Planned or Non-Planned,Highest Maturity,Brought-into-Use Date,Late-Stage Filing Date,Early-Stage Filing Date,Suspensions,Link
EMARSAT-5G,52.5,UAE ,n/a,Non-Planned,N,2011-04-22,2012-01-15,2005-06-07,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EMARSAT-5G&sel_satname=EMARSAT-5G&plan_id=
MADAR-52.5E,52.5,UAE ,YAHSAT-G8-52.5E,Non-Planned,N,2011-04-22,2020-07-13,2013-12-12,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=MADAR-52.5E&sel_satname=MADAR-52.5E&plan_id=
YAHSAT,52.5,UAE ,n/a,Non-Planned,N,2011-04-22,2012-01-15,2005-10-25,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=YAHSAT&sel_satname=YAHSAT&plan_id=
EMARSAT-1G,52.5,UAE ,n/a,Non-Planned,N,1998-03-01,1996-01-15,1995-05-04,"[['T', '2009-08-15', '2011-06-07']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EMARSAT-1G&sel_satname=EMARSAT-1G&plan_id=
YAHSAT-FSS-52.5E,52.5,UAE ,n/a,Planned,N,2011-04-22,2018-04-04,2010-04-06,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=YAHSAT-FSS-52.5E&sel_satname=YAHSAT-FSS-52.5E&plan_id=plan
YAHSAT-FSS3-52.5E,52.5,UAE ,n/a,Planned,P,n/a,n/a,2015-11-02,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=YAHSAT-FSS3-52.5E&sel_satname=YAHSAT-FSS3-52.5E&plan_id=plan
YAHSAT-FSS4-52.5E,52.5,UAE ,n/a,Planned,P,n/a,n/a,2018-07-26,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=YAHSAT-FSS4-52.5E&sel_satname=YAHSAT-FSS4-52.5E&plan_id=plan
YAHSAT-FSS2-52.5E,52.5,UAE ,n/a,Planned,N,2021-06-01,2021-09-28,2013-10-02,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=YAHSAT-FSS2-52.5E&sel_satname=YAHSAT-FSS2-52.5E&plan_id=plan
MADAR-52.5E-3,52.5,UAE ,n/a,Non-Planned,C,n/a,n/a,2021-05-04,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-52.5E-3&sel_satname=MADAR-52.5E-3&plan_id=
EXPRESS-5P,53.0,RUS ,n/a,Planned,N,2015-04-22,2014-09-16,2009-02-19,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EXPRESS-5P&sel_satname=EXPRESS-5P&plan_id=plan
F-SAT-30B-53E,53.0,F ,n/a,Planned,P,n/a,n/a,2017-02-13,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-53E&sel_satname=F-SAT-30B-53E&plan_id=plan
SKYNET-4L,53.0,G ,n/a,Non-Planned,N,1999-12-01,1996-11-18,1996-01-15,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SKYNET-4L&sel_satname=SKYNET-4L&plan_id=
SKYNET-5D,53.0,G ,n/a,Non-Planned,N,2006-04-21,2008-07-29,2001-08-08,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SKYNET-5D&sel_satname=SKYNET-5D&plan_id=
EXPRESS-5B,53.0,RUS ,n/a,Non-Planned,N,2004-04-21,2004-06-16,1999-04-22,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EXPRESS-5B&sel_satname=EXPRESS-5B&plan_id=
EXPRESS-5KA,53.0,RUS ,n/a,Non-Planned,N,2015-04-22,2012-04-02,2008-12-11,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EXPRESS-5KA&sel_satname=EXPRESS-5KA&plan_id=
USNN-2,53.0,USA ,n/a,Non-Planned,C,n/a,n/a,2007-07-26,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USNN-2&sel_satname=USNN-2&plan_id=
EXPRESS-5,53.0,RUS ,n/a,Non-Planned,N,1998-12-31,1992-10-13,1991-07-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EXPRESS-5&sel_satname=EXPRESS-5&plan_id=
SKYNET-4C,53.0,G ,n/a,Non-Planned,N,1990-07-31,1984-05-03,1983-07-21,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SKYNET-4C&sel_satname=SKYNET-4C&plan_id=
SKYNET-53E-KQ,53.0,G ,n/a,Non-Planned,C,n/a,n/a,2018-08-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SKYNET-53E-KQ&sel_satname=SKYNET-53E-KQ&plan_id=
SKYNET-53E-KQ2,53.0,G ,n/a,Non-Planned,C,n/a,n/a,2021-11-11,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SKYNET-53E-KQ2&sel_satname=SKYNET-53E-KQ2&plan_id=
VOLNA-4,53.0,RUS ,n/a,Non-Planned,N,1982-04-30,n/a,2000-11-07,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=VOLNA-4&sel_satname=VOLNA-4&plan_id=
ROU-MILSATCOM2-53.5E,53.5,ROU ,n/a,Non-Planned,C,n/a,n/a,2021-03-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ROU-MILSATCOM2-53.5E&sel_satname=ROU-MILSATCOM2-53.5E&plan_id=
BRSAT-53.6E,53.6,CHN ,n/a,Non-Planned,C,n/a,n/a,2021-09-02,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=BRSAT-53.6E&sel_satname=BRSAT-53.6E&plan_id=
IRANSAT-54E,54.0,IRN ,n/a,Non-Planned,C,n/a,n/a,2021-01-16,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANSAT-54E&sel_satname=IRANSAT-54E&plan_id=
OMANSAT-54E,54.0,OMA ,n/a,Non-Planned,C,n/a,n/a,2018-06-07,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=OMANSAT-54E&sel_satname=OMANSAT-54E&plan_id=
MADAR-54.5E,54.5,UAE ,n/a,Non-Planned,C,n/a,n/a,2022-08-31,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-54.5E&sel_satname=MADAR-54.5E&plan_id=
QATARSAT-G5-54.5E,54.5,QAT ,n/a,Non-Planned,C,n/a,n/a,2022-11-13,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=QATARSAT-G5-54.5E&sel_satname=QATARSAT-G5-54.5E&plan_id=
OMANSAT-54.5E,54.5,OMA ,n/a,Non-Planned,C,n/a,n/a,2020-08-19,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=OMANSAT-54.5E&sel_satname=OMANSAT-54.5E&plan_id=
BEL00000,54.55,BEL ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=BEL00000&sel_satname=BEL00000&plan_id=plan
INSAT-EHFL-55E,55.0,IND ,n/a,Non-Planned,C,2018-11-25,2022-05-02,2018-07-11,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-EHFL-55E&sel_satname=INSAT-EHFL-55E&plan_id=
YAMAL-55E,55.0,RUS ,n/a,Non-Planned,N,2015-08-05,2015-11-27,2010-12-21,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=YAMAL-55E&sel_satname=YAMAL-55E&plan_id=
INSAT-KA55E,55.0,IND ,n/a,Non-Planned,N,2018-11-25,2020-04-04,2013-05-09,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-KA55E&sel_satname=INSAT-KA55E&plan_id=
INSAT-KU10(55)E,55.0,IND ,n/a,Non-Planned,N,2004-06-01,2010-04-29,2003-05-02,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-KU10(55)E&sel_satname=INSAT-KU10(55)E&plan_id=
YAMAL-55E-1,55.0,RUS ,n/a,Non-Planned,C,n/a,n/a,2020-06-16,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=YAMAL-55E-1&sel_satname=YAMAL-55E-1&plan_id=
MADAR-55E-2,55.0,UAE ,n/a,Non-Planned,C,n/a,n/a,2020-10-18,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-55E-2&sel_satname=MADAR-55E-2&plan_id=
USGAE-5A,55.0,USA ,n/a,Non-Planned,N,2020-07-22,2021-09-01,2015-09-02,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGAE-5A&sel_satname=USGAE-5A&plan_id=
MADAR-55E_1,55.0,UAE ,n/a,Non-Planned,C,n/a,n/a,2016-09-21,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-55E_1&sel_satname=MADAR-55E_1&plan_id=
INSAT-TTC(55)E,55.0,IND ,n/a,Non-Planned,N,2013-03-26,2013-07-24,2006-08-02,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-TTC(55)E&sel_satname=INSAT-TTC(55)E&plan_id=
INSAT-NAV(55),55.0,IND ,n/a,Non-Planned,N,2013-07-09,2013-11-06,2001-09-14,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-NAV(55)&sel_satname=INSAT-NAV(55)&plan_id=
INSAT-KU11(55)E,55.0,IND ,n/a,Non-Planned,N,2014-10-05,2015-02-02,2008-02-04,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-KU11(55)E&sel_satname=INSAT-KU11(55)E&plan_id=
INSAT-KU17(55E),55.0,IND ,n/a,Non-Planned,C,n/a,n/a,2017-07-06,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KU17(55E)&sel_satname=INSAT-KU17(55E)&plan_id=
KUPON-1M,55.0,RUS ,n/a,Non-Planned,N,2011-09-01,2010-03-29,2004-12-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=KUPON-1M&sel_satname=KUPON-1M&plan_id=
UKDRS-A13,55.0,G ,n/a,Non-Planned,C,n/a,n/a,2019-03-31,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=UKDRS-A13&sel_satname=UKDRS-A13&plan_id=
MILSTAR 4,55.0,USA ,n/a,Non-Planned,N,1994-02-07,1989-01-16,1988-04-13,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=MILSTAR+4&sel_satname=MILSTAR+4&plan_id=
